Im: {'mail_occurrences': 4, 'total_occurrences': 4, 'x_spam_probability': 0.23529411764705882}
PPT: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Freundliche: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
ihre: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
WIA: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Gorges: {'mail_occurrences': 1, 'total_occurrences': 3, 'x_spam_probability': 0.058823529411764705}
h: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
Kassenschluss: {'mail_occurrences': 1, 'total_occurrences': 4, 'x_spam_probability': 0.058823529411764705}
Haushaltsjahr: {'mail_occurrences': 1, 'total_occurrences': 6, 'x_spam_probability': 0.058823529411764705}
jedes: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Jahr: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
gegen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Haushaltsjahres: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Schlusspunkt: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Finanzministerium: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
festgelegt: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
dort: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
festgelegten: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Daten: {'mail_occurrences': 1, 'total_occurrences': 3, 'x_spam_probability': 0.058823529411764705}
bildet: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Hochschulservice: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Zentrum: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Reutlingen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
wo: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
sächlichen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Verfahren: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Haushaltssystem: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
etc: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
betrieben: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Enddaten: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
mögliche: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Verarbeitung: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
laufende: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
12: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Dezember: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Zahlungen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Ausland: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
diesjährige: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
tragen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
unbedingt: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Sorge: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
dafür: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Bestellungen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Zeitpunkt: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
vollständig: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
abgewickelt: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Klartext: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
heißt: {'mail_occurrences': 2, 'total_occurrences': 2, 'x_spam_probability': 0.11764705882352941}
dies: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
1: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Ware: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Lieferschein: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Beschaffung: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Zahlstelle: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
vorliegen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Stelle: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
ausdrücklich: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
später: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
eingehende: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
kommende: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
2019: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
belasten: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
ggf: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
entstehende: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Reste: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
übertragen: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
Bei: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Sondermitteln: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Kassenanschlag: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
zugewiesen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
sichergestellt: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
ob: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
welcher: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Höhe: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Haushaltsreste: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Daher: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
bitten: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Mittel: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
weitest: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
genannten: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
verausgaben: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Ebenfalls: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
hiermit: {'mail_occurrences': 2, 'total_occurrences': 2, 'x_spam_probability': 0.11764705882352941}
daran: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
erinnern: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Dienstreisen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
angefallen: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
möglichst: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
abgerechnet: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Kosten: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
Entstehung: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
zugerechnet: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Herbert: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
Leiter: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Geschäftsbereich: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Wirtschafts: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Ressourcenmanagement: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
212: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Tel: {'mail_occurrences': 3, 'total_occurrences': 3, 'x_spam_probability': 0.17647058823529413}
6727: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Fax: {'mail_occurrences': 3, 'total_occurrences': 3, 'x_spam_probability': 0.17647058823529413}
6097: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
geschützte: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
richtige: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Adressat: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
irrtümlich: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
unerlaubte: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Kopieren: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
sowie: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
gestattet: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
prüfen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
wirklich: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
gedruckt: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
'Luis: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Alves: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
Souza': {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
PÜ2: {'mail_occurrences': 1, 'total_occurrences': 3, 'x_spam_probability': 0.058823529411764705}
Finale: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
WI1: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
Übungsblatt: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
prima: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
NAS: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
gestellt: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Ursprüngliche: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Luis: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Souza: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
finale: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
20: {'mail_occurrences': 2, 'total_occurrences': 2, 'x_spam_probability': 0.11764705882352941}
Falls: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
wenden: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Ursula: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
Krepinsky: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
newsletter: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Foerderangebote: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Ausschreibungen: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
Mobilitaet: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
International: {'mail_occurrences': 1, 'total_occurrences': 4, 'x_spam_probability': 0.058823529411764705}
Professorinnen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
aktuelle: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
internationale: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Newsletter: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
Webseite: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
nachfolgenden: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
aufrufen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Mobilität: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Terminübersicht: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Ausschreibungskalender: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Zusammenstellung: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Programmen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
gesonderte: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Ausschreibung: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
weiteres: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
fortgeführt: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
einfachen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
schnellen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Nachschlagen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
sortiert: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Fachbereich: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Förderinstitutionen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Förderinstrumente: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
internationalen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Bereich: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
internen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
6526: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
6449: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Ausser: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Vorsatz: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
grober: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Fahrlaessigkeit: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
schliessen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
except: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
case: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
gross: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
negligence: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
wilful: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
misconduct: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Ausfall: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Brandmeldeanlage: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
Brandfall: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
Feuerwehr: {'mail_occurrences': 1, 'total_occurrences': 3, 'x_spam_probability': 0.058823529411764705}
112: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
anrufen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Hoch: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
leider: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
ausgefallen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Weiterleitung: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
funktioniert: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
alamiert: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Räumung: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Alarmhupe: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
signalisiert: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
bisher: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
sicher: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
rufen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Alarmierungsfall: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Rückfragen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
geklärt: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Laufenden: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
halten: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
6420: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
tbl: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Professoreni: {'mail_occurrences': 2, 'total_occurrences': 5, 'x_spam_probability': 0.11764705882352941}
professoreni: {'mail_occurrences': 2, 'total_occurrences': 4, 'x_spam_probability': 0.11764705882352941}
Miriam: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
Föller: {'mail_occurrences': 1, 'total_occurrences': 3, 'x_spam_probability': 0.058823529411764705}
Nord: {'mail_occurrences': 1, 'total_occurrences': 3, 'x_spam_probability': 0.058823529411764705}
21: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Profs: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Einladung: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
Dienstbesprechung: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
28: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
DB: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
lade: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
L208: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Dekanin: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
f: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
6224: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Kühnau: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
oc: {'mail_occurrences': 1, 'total_occurrences': 3, 'x_spam_probability': 0.058823529411764705}
eben: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
erfolgreich: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
hopefully: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
owncloud: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
xxx: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
nextcloud: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
migriert: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Damit: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
laufen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
beide: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
cloudsysteme: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
instanzen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Ein: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
schönes: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Wochenende: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
wünscht: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
6234: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
662341: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
mailing: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
list: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
ml: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
mailman: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
listinfo: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
